"latin_binomial"	"common_name"	"pt"	"max"
Panax ginseng	Red ginseng	Panax ginseng	f2c9c3cc-27ba-43fd-b955-107f39ffa718
Panax ginseng	Ren shen	Panax ginseng	f2c9c3cc-27ba-43fd-b955-107f39ffa718
Papaver rhoeas	Corn poppy	Shirley poppy	fc6ba6e4-306c-4d44-af85-b7ff7c015bbd
Papaver rhoeas	Field poppy	Shirley poppy	fc6ba6e4-306c-4d44-af85-b7ff7c015bbd
Papaver rhoeas	Flanders poppy	Shirley poppy	fc6ba6e4-306c-4d44-af85-b7ff7c015bbd
Papaver rhoeas	Shirley poppy	Shirley poppy	fc6ba6e4-306c-4d44-af85-b7ff7c015bbd
Parietaria judaica	Pellitory-of-the-wall	Spreading pellitory	"818b10e8-823d-484b-897f-70424e2b0079"
Parietaria judaica	Spreading pellitory	Spreading pellitory	"818b10e8-823d-484b-897f-70424e2b0079"
Passiflora edulis	Purplegranadilla	Purplegranadilla	ceda3ac0-6431-4052-8de2-9c5d1b749734
Paullinia cupana	Guarana	Guarana	"4f90b2cf-b642-497d-8d17-6b29e70198f7"
Pausinystalia johimbe	Yohimbe	Yohimbe	e8835248-5782-4608-be03-ef8e9098bfe9
Petroselinum crispum	Parsley	Parsley	ef3fc429-75a3-4691-9ccb-66715060dce8
Peumus boldus	Boldo	Boldu	"79025986-5bac-4074-8dcb-bc15ed64901d"
Peumus boldus	Boldo tree	Boldu	"79025986-5bac-4074-8dcb-bc15ed64901d"
Peumus boldus	Boldu	Boldu	"79025986-5bac-4074-8dcb-bc15ed64901d"
Phyllanthus amarus	Phyllanthusamarus	Phyllanthusamarus	"94a3e331-0147-4fc8-8d48-17657b3217e4"
Phytolacca americana	Chui xu shang lu	Virginia poke	e67d04a1-71e4-4daf-8d5d-7447ebf10138
Phytolacca americana	Pigeonberry	Virginia poke	e67d04a1-71e4-4daf-8d5d-7447ebf10138
Phytolacca americana	Poke	Virginia poke	e67d04a1-71e4-4daf-8d5d-7447ebf10138
Phytolacca americana	Pokeberry	Virginia poke	e67d04a1-71e4-4daf-8d5d-7447ebf10138
Phytolacca americana	Pokeroot	Virginia poke	e67d04a1-71e4-4daf-8d5d-7447ebf10138
Phytolacca americana	Pokeweed	Virginia poke	e67d04a1-71e4-4daf-8d5d-7447ebf10138
Phytolacca americana	Virginia poke	Virginia poke	e67d04a1-71e4-4daf-8d5d-7447ebf10138
Pinus mugo	Dwarf pine	Swiss mountain pine	e4223c23-df19-4538-b6d2-934dc7599203
Pinus mugo	Mountain pine	Swiss mountain pine	e4223c23-df19-4538-b6d2-934dc7599203
Pinus mugo	Mountain pine- Swiss	Swiss mountain pine	e4223c23-df19-4538-b6d2-934dc7599203
Pinus mugo	Mugo pine	Swiss mountain pine	e4223c23-df19-4538-b6d2-934dc7599203
Pinus mugo	Pine- pumilio	Swiss mountain pine	e4223c23-df19-4538-b6d2-934dc7599203
Pinus mugo	Pine- Swiss mountain	Swiss mountain pine	e4223c23-df19-4538-b6d2-934dc7599203
Pinus mugo	Pumilio pine	Swiss mountain pine	e4223c23-df19-4538-b6d2-934dc7599203
Pinus mugo	Scrub mountain pine	Swiss mountain pine	e4223c23-df19-4538-b6d2-934dc7599203
Pinus mugo	Swiss mountain pine	Swiss mountain pine	e4223c23-df19-4538-b6d2-934dc7599203
Pinus nigra	Baltic redwood	Scots pine	e33c4833-2165-40cf-a9fc-2c54d2288d84
Pinus nigra	Scotch pine	Scots pine	e33c4833-2165-40cf-a9fc-2c54d2288d84
Pinus nigra	Scots pine	Scots pine	e33c4833-2165-40cf-a9fc-2c54d2288d84
Pinus palustris	Longleaf pine	Pitch pine	a6cea050-dc80-4386-838e-5a46d3c6570a
Pinus palustris	Pitch pine	Pitch pine	a6cea050-dc80-4386-838e-5a46d3c6570a
Pinus sylvestris	Baltic redwood	Scots pine	"932079a8-9c21-4881-9354-ee4788333e23"
Pinus sylvestris	Scotch pine	Scots pine	"932079a8-9c21-4881-9354-ee4788333e23"
Pinus sylvestris	Scots pine	Scots pine	"932079a8-9c21-4881-9354-ee4788333e23"
Piper methysticum	Kava	Kava	"942da7b9-9d9c-4d98-8172-5a6f0c9d145e"
Piper methysticum	Kava-kava	Kava	"942da7b9-9d9c-4d98-8172-5a6f0c9d145e"
Piper methysticum	Kava pepper	Kava	"942da7b9-9d9c-4d98-8172-5a6f0c9d145e"
Piper methysticum	Kawa pepper	Kava	"942da7b9-9d9c-4d98-8172-5a6f0c9d145e"
Piper methysticum	Yanggona	Kava	"942da7b9-9d9c-4d98-8172-5a6f0c9d145e"
Piper nigrum	Black pepper	White pepper	c621fec1-7e8b-45a8-ace5-d2a307fd69e2
Piper nigrum	Pepper- black	White pepper	c621fec1-7e8b-45a8-ace5-d2a307fd69e2
Piper nigrum	Pepper- white	White pepper	c621fec1-7e8b-45a8-ace5-d2a307fd69e2
Piper nigrum	White pepper	White pepper	c621fec1-7e8b-45a8-ace5-d2a307fd69e2
Piptoporus betulinus	Piptoporusbetulinus	Piptoporusbetulinus	a5a7abc1-457a-40e9-8c8e-9a1b2f3b0f10
Pistacia lentiscus	Chios mastictree	Lentiscus	ed7c0c22-98a0-4744-b201-5e628fb7b09c
Pistacia lentiscus	Lentiscus	Lentiscus	ed7c0c22-98a0-4744-b201-5e628fb7b09c
Plantago major	Broadleaf plantain	Plantain	cbadc151-5431-4a5d-8d8a-362bfc846923
Plantago major	Common plantain	Plantain	cbadc151-5431-4a5d-8d8a-362bfc846923
Plantago major	Greater plantain	Plantain	cbadc151-5431-4a5d-8d8a-362bfc846923
Plantago major	Plantain	Plantain	cbadc151-5431-4a5d-8d8a-362bfc846923
Platanus occidentalis	AmericanSycamore	AmericanSycamore	faa19683-f50c-449b-bde9-2ffeb6f6e86a
Pogostemon cablin	Cablin patchouli	Patchouly	"9e37cb9a-1cc6-40cc-9717-76f91e5ec7d2"
Pogostemon cablin	Guang huo xiang	Patchouly	"9e37cb9a-1cc6-40cc-9717-76f91e5ec7d2"
Pogostemon cablin	Patchouli-plant	Patchouly	"9e37cb9a-1cc6-40cc-9717-76f91e5ec7d2"
Pogostemon cablin	Patchouly	Patchouly	"9e37cb9a-1cc6-40cc-9717-76f91e5ec7d2"
Posidonia oceanica	Mediterraneantapeweed	Mediterraneantapeweed	b78c54a6-607a-4c1d-8e57-af049d331c7b
Prunella vulgaris	Common selfheal	Xiakucao	f01fea36-195d-4582-82fb-f9cc42bce3e4
Prunella vulgaris	Heal-all	Xiakucao	f01fea36-195d-4582-82fb-f9cc42bce3e4
Prunella vulgaris	Prunella	Xiakucao	f01fea36-195d-4582-82fb-f9cc42bce3e4
Prunella vulgaris	Self-heal	Xiakucao	f01fea36-195d-4582-82fb-f9cc42bce3e4
Prunella vulgaris	Woundwort	Xiakucao	f01fea36-195d-4582-82fb-f9cc42bce3e4
Prunella vulgaris	Xiakucao	Xiakucao	f01fea36-195d-4582-82fb-f9cc42bce3e4
Prunus armeniaca	Apricot	Xing	ea37d5f3-4bfe-4819-9bbe-8fb01145f3f1
Prunus armeniaca	Siberian apricot	Xing	ea37d5f3-4bfe-4819-9bbe-8fb01145f3f1
Prunus armeniaca	Xing	Xing	ea37d5f3-4bfe-4819-9bbe-8fb01145f3f1
Prunus persica	Momo	Tao	f91e4236-fe86-4405-a878-d580d12fe479
Prunus persica	Peach	Tao	f91e4236-fe86-4405-a878-d580d12fe479
Prunus persica	Tao	Tao	f91e4236-fe86-4405-a878-d580d12fe479
Prunus serotina	Black cherry	Black cherry	f4de8348-7b8f-4dbc-a453-d1c3457b5fa4
Prunus serotina	Rum cherry	Black cherry	f4de8348-7b8f-4dbc-a453-d1c3457b5fa4
Prunus serotina	Wild cherry	Black cherry	f4de8348-7b8f-4dbc-a453-d1c3457b5fa4
Prunus spinosa	Blackthorn	Endrino	f6ca2cc6-a662-45fd-92ce-0859dda46dac
Prunus spinosa	Endrino	Endrino	f6ca2cc6-a662-45fd-92ce-0859dda46dac
Pseudognaphalium obtusifolium	Blunt-leaved everlasting	Fragrant everlasting	"1065e0e6-1805-4df3-9e2d-f7071873d922"
Pseudognaphalium obtusifolium	Fragrant everlasting	Fragrant everlasting	"1065e0e6-1805-4df3-9e2d-f7071873d922"
Pseudotsuga menziesii	Douglas-fir	Douglas-fir	"45fca6e2-c4b2-48a5-81b0-332582179372"
Ptelea trifoliata	Hoptree	Shrub-trefoil	c1f44283-484d-45af-afc6-fe006bf9349b
Ptelea trifoliata	Shrub-trefoil	Shrub-trefoil	c1f44283-484d-45af-afc6-fe006bf9349b
Quassia amara	Quassia	Quassia wood	"3e1bf0d1-2af3-44d6-a7cc-e14ce8715cd7"
Quassia amara	Quassia wood	Quassia wood	"3e1bf0d1-2af3-44d6-a7cc-e14ce8715cd7"
Quercus alba	Stave oak	White oak	fa873b7a-608d-4a3d-9d8e-dc18ca38286c
Quercus alba	White oak	White oak	fa873b7a-608d-4a3d-9d8e-dc18ca38286c
Quercus incana	Bluejackoak	Bluejackoak	"1e6f3272-01ae-46a2-91a8-81018eb75972"
Raphanus raphanistrum	Jointed charlock	Wild radish	"7e84e998-2933-4e4f-95e4-9d5fec322bb2"
Raphanus raphanistrum	Wild radish	Wild radish	"7e84e998-2933-4e4f-95e4-9d5fec322bb2"
Reynoutria multiflora	Fleeceflower	He shou wu	"36985d56-018c-475d-8da4-ff7e8dd7d8b9"
Reynoutria multiflora	Fo-ti	He shou wu	"36985d56-018c-475d-8da4-ff7e8dd7d8b9"
Reynoutria multiflora	He shou wu	He shou wu	"36985d56-018c-475d-8da4-ff7e8dd7d8b9"
Rheum	Himalayan rhubarb	zang bian da huang	"01c449ac-6b8e-4119-9675-57ec1fd0bfaa"
Rheum	Himalaya-Rhabarber	zang bian da huang	"01c449ac-6b8e-4119-9675-57ec1fd0bfaa"
Rheum	Indian rhubarb	zang bian da huang	"01c449ac-6b8e-4119-9675-57ec1fd0bfaa"
Rheum	zang bian da huang	zang bian da huang	"01c449ac-6b8e-4119-9675-57ec1fd0bfaa"
Rheum australe	Himalayan rhubarb	zang bian da huang	ce9ce138-9a96-40f7-ab14-de6b006c13f1
Rheum australe	Himalaya-Rhabarber	zang bian da huang	ce9ce138-9a96-40f7-ab14-de6b006c13f1
Rheum australe	Indian rhubarb	zang bian da huang	ce9ce138-9a96-40f7-ab14-de6b006c13f1
Rheum australe	zang bian da huang	zang bian da huang	ce9ce138-9a96-40f7-ab14-de6b006c13f1
Rheum palmatum	Chinese Rhubarb	Zhang ye da huang	"8f7dac4b-1fc0-4f39-9ae1-9e97e60a822b"
Rheum palmatum	Ornamental rhubarb	Zhang ye da huang	"8f7dac4b-1fc0-4f39-9ae1-9e97e60a822b"
Rheum palmatum	Rhubarb	Zhang ye da huang	"8f7dac4b-1fc0-4f39-9ae1-9e97e60a822b"
Rheum palmatum	Zhang ye da huang	Zhang ye da huang	"8f7dac4b-1fc0-4f39-9ae1-9e97e60a822b"
Rhodiola rosea	Hong jing tian	Rhodiola	f42f059e-c9c1-46cf-a593-dcc545abb8d1
Rhodiola rosea	King's-crown	Rhodiola	f42f059e-c9c1-46cf-a593-dcc545abb8d1
Rhodiola rosea	Rhodiola	Rhodiola	f42f059e-c9c1-46cf-a593-dcc545abb8d1
Rhodiola rosea	Roseroot	Rhodiola	f42f059e-c9c1-46cf-a593-dcc545abb8d1
Rhus coriaria	Sicilian sumac	Tanner's sumac	"94aeacf4-d60c-4803-a0fc-031ebe6d0fcc"
Rhus coriaria	Tanner's sumac	Tanner's sumac	"94aeacf4-d60c-4803-a0fc-031ebe6d0fcc"
Robinia pseudoacacia	Black locust	Falsa acacia	f4c27d64-ad26-4be5-9088-75c85b29d345
Robinia pseudoacacia	Falsa acacia	Falsa acacia	f4c27d64-ad26-4be5-9088-75c85b29d345
Rosa canina	Common briar	Dog rose	d8bc97f5-99bd-47cf-b1a0-be307b28f24a
Rosa canina	Dogbrier	Dog rose	d8bc97f5-99bd-47cf-b1a0-be307b28f24a
Rosa canina	Dog rose	Dog rose	d8bc97f5-99bd-47cf-b1a0-be307b28f24a
Rosmarinus officinalis	Rosemary	Rosemary	eb070730-f96a-4453-b552-693feb20ea1f
Rubus ursinus	Boysenberry	Boysenberry	"4843b945-94eb-4362-bb98-aeffb5e1c259"
Rumex crispus	Curly dock	Yellow dock	ee0ca985-8aa1-448b-b278-98b8e8783611
Rumex crispus	Sour dock	Yellow dock	ee0ca985-8aa1-448b-b278-98b8e8783611
Rumex crispus	Yellow dock	Yellow dock	ee0ca985-8aa1-448b-b278-98b8e8783611
Ruscus aculeatus	Box-holly	Butcher's-broom	d1a2070f-4cef-46c4-8a37-a52823051535
Ruscus aculeatus	Butcher's-broom	Butcher's-broom	d1a2070f-4cef-46c4-8a37-a52823051535
Ruta chalepensis	Fringedrue	Fringedrue	b3b21fa1-70d0-4f87-a99b-951e0020d3f6
Ruta graveolens	Rue	Rue	e418338c-0629-4c47-8c1f-1d9021dbc0e7
Salvia officinalis	Common sage	Sage	e593696e-02b1-4133-8418-1fa8a54bb24c
Salvia officinalis	Dalmatian sage	Sage	e593696e-02b1-4133-8418-1fa8a54bb24c
Salvia officinalis	Garden sage	Sage	e593696e-02b1-4133-8418-1fa8a54bb24c
Salvia officinalis	Sage	Sage	e593696e-02b1-4133-8418-1fa8a54bb24c
Salvia pratensis	Meadow clary	Meadow sage	ade472a3-75a7-4667-96a7-f3122ca26302
Salvia pratensis	Meadow sage	Meadow sage	ade472a3-75a7-4667-96a7-f3122ca26302
Salvia sclarea	Clary	Clary sage	ea4c2d3d-03cb-4802-8328-5a6661c4a5c8
Salvia sclarea	Clary sage	Clary sage	ea4c2d3d-03cb-4802-8328-5a6661c4a5c8
Sambucus canadensis	American elder	Sweet Elder	f7a18471-429b-46a8-a157-87368c1b79f2
Sambucus canadensis	Canadian elder	Sweet Elder	f7a18471-429b-46a8-a157-87368c1b79f2
Sambucus canadensis	Sweet Elder	Sweet Elder	f7a18471-429b-46a8-a157-87368c1b79f2
Sambucus nigra	American elder	Sweet Elder	fc07b0e3-cdfc-4696-be3e-031e8a955d73
Sambucus nigra	Canadian elder	Sweet Elder	fc07b0e3-cdfc-4696-be3e-031e8a955d73
Sambucus nigra	Sweet Elder	Sweet Elder	fc07b0e3-cdfc-4696-be3e-031e8a955d73
Sanguinaria canadensis	Bloodroot	Tetterwort	e49ba01e-3732-4142-9e2a-4e78e0578515
Sanguinaria canadensis	Bloodwort	Tetterwort	e49ba01e-3732-4142-9e2a-4e78e0578515
Sanguinaria canadensis	Canadian bloodroot	Tetterwort	e49ba01e-3732-4142-9e2a-4e78e0578515
Sanguinaria canadensis	Red puccoon	Tetterwort	e49ba01e-3732-4142-9e2a-4e78e0578515
Sanguinaria canadensis	Redroot	Tetterwort	e49ba01e-3732-4142-9e2a-4e78e0578515
Sanguinaria canadensis	Tetterwort	Tetterwort	e49ba01e-3732-4142-9e2a-4e78e0578515
Saponaria officinalis	Bouncing-bet	Soapwort	"6ecd557d-37f2-4b10-a431-5268699759fe"
Saponaria officinalis	Soapwort	Soapwort	"6ecd557d-37f2-4b10-a431-5268699759fe"
Saposhnikovia divaricata	Fang feng	Siler	"8da659bc-0b14-46cf-ac4d-7482bf6b3e80"
Saposhnikovia divaricata	Siler	Siler	"8da659bc-0b14-46cf-ac4d-7482bf6b3e80"
Sargassum pallidum	Sargassumpallidum	Sargassumpallidum	daeb56e9-006f-4975-98ef-16a63a08bfeb
Sassafras albidum	Common sassafras	White sassafras	f692b24b-2f09-4cff-9f35-383aac12ec5d
Sassafras albidum	Sassafras	White sassafras	f692b24b-2f09-4cff-9f35-383aac12ec5d
Sassafras albidum	White sassafras	White sassafras	f692b24b-2f09-4cff-9f35-383aac12ec5d
Satureja montana	Savory	Winter savory	e4af13ea-1259-45d4-ac08-ca4b2833ef2b
Satureja montana	Winter savory	Winter savory	e4af13ea-1259-45d4-ac08-ca4b2833ef2b
Schisandra chinensis	Chinese Magnoliavine	Wu wei zi	c688d2ca-e358-4662-b417-25072a01b44a
Schisandra chinensis	Schisandra	Wu wei zi	c688d2ca-e358-4662-b417-25072a01b44a
Schisandra chinensis	Wu wei zi	Wu wei zi	c688d2ca-e358-4662-b417-25072a01b44a
Scutellaria lateriflora	Helmet flower	Virginian skullcap	dc0e0beb-3c72-411d-b1ba-03031cac5604
Scutellaria lateriflora	Hoodwort	Virginian skullcap	dc0e0beb-3c72-411d-b1ba-03031cac5604
Scutellaria lateriflora	Mad-dog scullcap	Virginian skullcap	dc0e0beb-3c72-411d-b1ba-03031cac5604
Scutellaria lateriflora	Quarter bonnet	Virginian skullcap	dc0e0beb-3c72-411d-b1ba-03031cac5604
Scutellaria lateriflora	Scullcap	Virginian skullcap	dc0e0beb-3c72-411d-b1ba-03031cac5604
Scutellaria lateriflora	Skullcap	Virginian skullcap	dc0e0beb-3c72-411d-b1ba-03031cac5604
Scutellaria lateriflora	Virginian skullcap	Virginian skullcap	dc0e0beb-3c72-411d-b1ba-03031cac5604
Senna obtusifolia	Java-bean	Sicklepod senna	fac19f83-e85e-4512-8667-61c6cdee62ec
Senna obtusifolia	Sicklepod	Sicklepod senna	fac19f83-e85e-4512-8667-61c6cdee62ec
Senna obtusifolia	Sicklepod senna	Sicklepod senna	fac19f83-e85e-4512-8667-61c6cdee62ec
Senna occidentalis	Antbush	Stinkingweed	ca00321d-6e70-4e75-a2d6-1a7d412f73ae
Senna occidentalis	Coffee senna	Stinkingweed	ca00321d-6e70-4e75-a2d6-1a7d412f73ae
Senna occidentalis	Negro-coffee	Stinkingweed	ca00321d-6e70-4e75-a2d6-1a7d412f73ae
Senna occidentalis	Stinkingweed	Stinkingweed	ca00321d-6e70-4e75-a2d6-1a7d412f73ae
Serenoa repens	Sabal	Scrub-palmetto	a2951a64-8730-427c-b469-4b53857991f2
Serenoa repens	Saw palmetto	Scrub-palmetto	a2951a64-8730-427c-b469-4b53857991f2
Serenoa repens	Saw-palmetto	Scrub-palmetto	a2951a64-8730-427c-b469-4b53857991f2
Serenoa repens	Scrub-palmetto	Scrub-palmetto	a2951a64-8730-427c-b469-4b53857991f2
Silybum marianum	Blessed milk thistle	Milk thistle	d3ecc546-9cdc-4d82-9253-98721e38fb49
Silybum marianum	Gundagai thistle	Milk thistle	d3ecc546-9cdc-4d82-9253-98721e38fb49
Silybum marianum	Holy thistle	Milk thistle	d3ecc546-9cdc-4d82-9253-98721e38fb49
Silybum marianum	Lady's thistle	Milk thistle	d3ecc546-9cdc-4d82-9253-98721e38fb49
Silybum marianum	Mary's thistle	Milk thistle	d3ecc546-9cdc-4d82-9253-98721e38fb49
Silybum marianum	Mary thistle	Milk thistle	d3ecc546-9cdc-4d82-9253-98721e38fb49
Silybum marianum	Milk thistle	Milk thistle	d3ecc546-9cdc-4d82-9253-98721e38fb49
Silybum marianum	St. Mary's thistle	Milk thistle	d3ecc546-9cdc-4d82-9253-98721e38fb49
Silybum marianum	Variegated thistle	Milk thistle	d3ecc546-9cdc-4d82-9253-98721e38fb49
Sisymbrium officinale	Hedgemustard	Hedgemustard	e5d5ec48-0190-43cb-b1b6-5756eec1cbaa
Solanum anguivi	PoisonBerry	PoisonBerry	cde869aa-bee9-4770-ae3e-c07152a75997
Solidago canadensis	CanadianGoldenrod	CanadianGoldenrod	a5e14b0d-b4ea-48f2-aeae-e314f19f5943
Solidago odora	Anise-scent goldenrod	Fragrant goldenrod	def41b0f-0d4f-4944-894b-4eb50fd3fb32
Solidago odora	Fragrant goldenrod	Fragrant goldenrod	def41b0f-0d4f-4944-894b-4eb50fd3fb32
Stachys officinalis	Bishop's-wort	Wood betony	"1f12bc95-11f2-4b29-9450-f6de0dd729fc"
Stachys officinalis	Purple betony	Wood betony	"1f12bc95-11f2-4b29-9450-f6de0dd729fc"
Stachys officinalis	Wood betony	Wood betony	"1f12bc95-11f2-4b29-9450-f6de0dd729fc"
Stillingia sylvatica	Queen's-delight	Yawroot	"82f56dd6-897b-4b41-b3c7-e4ca074dcf05"
Stillingia sylvatica	Queen's-root	Yawroot	"82f56dd6-897b-4b41-b3c7-e4ca074dcf05"
Stillingia sylvatica	Stillingia	Yawroot	"82f56dd6-897b-4b41-b3c7-e4ca074dcf05"
Stillingia sylvatica	Yawroot	Yawroot	"82f56dd6-897b-4b41-b3c7-e4ca074dcf05"
Swertia chirata	Chirata	Kiratatikta	"252981a6-bfa1-4b8a-8b92-85b5a5850e36"
Swertia chirata	Chiretta	Kiratatikta	"252981a6-bfa1-4b8a-8b92-85b5a5850e36"
Swertia chirata	Kiratatikta	Kiratatikta	"252981a6-bfa1-4b8a-8b92-85b5a5850e36"
Symphytum officinale	Boneset	Slippery-root	dcdc662c-132a-46f6-b2a5-3d5ad265f895
Symphytum officinale	Comfrey	Slippery-root	dcdc662c-132a-46f6-b2a5-3d5ad265f895
Symphytum officinale	Common comfrey	Slippery-root	dcdc662c-132a-46f6-b2a5-3d5ad265f895
Symphytum officinale	Consound	Slippery-root	dcdc662c-132a-46f6-b2a5-3d5ad265f895
Symphytum officinale	Healing-herb	Slippery-root	dcdc662c-132a-46f6-b2a5-3d5ad265f895
Symphytum officinale	Knitbone	Slippery-root	dcdc662c-132a-46f6-b2a5-3d5ad265f895
Symphytum officinale	Slippery-root	Slippery-root	dcdc662c-132a-46f6-b2a5-3d5ad265f895
Tamarindus indica	Indian tamarind	Tamarind	b17df77e-ccc5-47ff-bab8-95fdf9cadda1
Tamarindus indica	Kilytree	Tamarind	b17df77e-ccc5-47ff-bab8-95fdf9cadda1
Tamarindus indica	Tamarin	Tamarind	b17df77e-ccc5-47ff-bab8-95fdf9cadda1
Tamarindus indica	Tamarind	Tamarind	b17df77e-ccc5-47ff-bab8-95fdf9cadda1
Tanacetum parthenium	Feverfew	Feverfew	f709653d-32e2-4500-896d-6f11aee38aae
Tanacetum vulgare	Golden-buttons	Tansy	ab17ae96-a3f7-4519-9222-653878a5768d
Tanacetum vulgare	Tansy	Tansy	ab17ae96-a3f7-4519-9222-653878a5768d
Taraxacum officinale	Common dandelion	Lion's-tooth	dc6d4df3-fe83-4a46-9885-70cb724f52b0
Taraxacum officinale	Dandelion	Lion's-tooth	dc6d4df3-fe83-4a46-9885-70cb724f52b0
Taraxacum officinale	Lion's-tooth	Lion's-tooth	dc6d4df3-fe83-4a46-9885-70cb724f52b0
Thymus vulgaris	Common thyme	Thyme	f1c8894b-1ec0-48da-85cd-175d93606511
Thymus vulgaris	Conehead thyme	Thyme	f1c8894b-1ec0-48da-85cd-175d93606511
Thymus vulgaris	English thyme	Thyme	f1c8894b-1ec0-48da-85cd-175d93606511
Thymus vulgaris	French thyme	Thyme	f1c8894b-1ec0-48da-85cd-175d93606511
Thymus vulgaris	Garden thyme	Thyme	f1c8894b-1ec0-48da-85cd-175d93606511
Thymus vulgaris	Thyme	Thyme	f1c8894b-1ec0-48da-85cd-175d93606511
Tillandsia usneoides	Spanishmoss	Spanishmoss	d3406a80-e804-46ee-8588-0d4959848fbc
Trametes versicolor	Kawaratake	Yunzhi	"695a8cd6-3f39-46ff-9dc8-0b543482072c"
Trametes versicolor	Turkey Tail	Yunzhi	"695a8cd6-3f39-46ff-9dc8-0b543482072c"
Trametes versicolor	Yunzhi	Yunzhi	"695a8cd6-3f39-46ff-9dc8-0b543482072c"
Tribulus terrestris	Caltrop	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Cat's-head	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Common dubbletjie	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Devil's-thorn	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Devil's-weed	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Goathead	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Gokshura	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Goksura	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Ji li	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Puncturevine	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Puncturevine caltrop	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Tribulus terrestris	Tribulus	Tribulus	cc5087c4-9f99-4d53-be08-038be067d7a9
Trigonella foenum	Common fenugreek	Fenugreek	fe7d11d6-2a6e-4347-8e41-3fa7c3e56d8f
Trigonella foenum	Fenugreek	Fenugreek	fe7d11d6-2a6e-4347-8e41-3fa7c3e56d8f
Trigonella foenum	Greek-clover	Fenugreek	fe7d11d6-2a6e-4347-8e41-3fa7c3e56d8f
Trigonella foenum	Greek hay	Fenugreek	fe7d11d6-2a6e-4347-8e41-3fa7c3e56d8f
Trigonella foenum	Hu lu ba	Fenugreek	fe7d11d6-2a6e-4347-8e41-3fa7c3e56d8f
Triticum aestivum	Bread wheat	Wheat grass	f2cc2216-3c71-4645-ba7c-6ce91788e7c8
Triticum aestivum	Wheat	Wheat grass	f2cc2216-3c71-4645-ba7c-6ce91788e7c8
Triticum aestivum	Wheat grass	Wheat grass	f2cc2216-3c71-4645-ba7c-6ce91788e7c8
Triticum aestivum	Xiao mai	Wheat grass	f2cc2216-3c71-4645-ba7c-6ce91788e7c8
Turnera diffusa	Damiana	Damiana	e83eb087-5303-4125-acce-3eefed8249b6
Tussilago farfara	Coltsfoot	Kuandonghua	f67d9ba0-b7db-4030-a7d0-5b879f750b17
Tussilago farfara	Common coltsfoot	Kuandonghua	f67d9ba0-b7db-4030-a7d0-5b879f750b17
Tussilago farfara	Kuan dong	Kuandonghua	f67d9ba0-b7db-4030-a7d0-5b879f750b17
Tussilago farfara	Kuandonghua	Kuandonghua	f67d9ba0-b7db-4030-a7d0-5b879f750b17
Ulmus minor	Europeanfieldelm	Europeanfieldelm	c0f3a3db-cb1a-469c-af29-b7a803b5347d
Ulmus rubra	Red elm	Slippery elm	a7d331f6-1f42-4cda-85f9-0c15c32c6cb7
Ulmus rubra	Slippery elm	Slippery elm	a7d331f6-1f42-4cda-85f9-0c15c32c6cb7
Uncaria tomentosa	Cat's-claw	Cat's-claw	a98e9996-6056-4977-ac66-4f2daaadc762
Urena lobata	Di Tao Hua	Xiao Fan Tian Hua	ef3a5528-4053-42dd-b771-edd577c9a6e4
Urena lobata	Xiao Fan Tian Hua	Xiao Fan Tian Hua	ef3a5528-4053-42dd-b771-edd577c9a6e4
Urtica dioica	Common nettle	Stinging nettle	d5cab229-2ad1-4111-b17d-50f351e306d0
Urtica dioica	European nettle	Stinging nettle	d5cab229-2ad1-4111-b17d-50f351e306d0
Urtica dioica	Greater nettle	Stinging nettle	d5cab229-2ad1-4111-b17d-50f351e306d0
Urtica dioica	Nettle	Stinging nettle	d5cab229-2ad1-4111-b17d-50f351e306d0
Urtica dioica	Stinging nettle	Stinging nettle	d5cab229-2ad1-4111-b17d-50f351e306d0
Urtica dioica	Yi zhu qian ma	Stinging nettle	d5cab229-2ad1-4111-b17d-50f351e306d0
Vaccinium myrsinites	Shinyblueberry	Shinyblueberry	ac7df212-4572-4305-a5e5-373d14545044
Valeriana officinalis	Common valerian	Valerian	ff851355-2232-44c3-bbb5-878d69115494
Valeriana officinalis	Garden-heliotrope	Valerian	ff851355-2232-44c3-bbb5-878d69115494
Valeriana officinalis	Garden valerian	Valerian	ff851355-2232-44c3-bbb5-878d69115494
Valeriana officinalis	Valerian	Valerian	ff851355-2232-44c3-bbb5-878d69115494
Verbascum thapsus	Aaron's-rod	Velvet-dock	d5072fb7-937f-428b-ac33-11c603dbc8a6
